text,label
по фразе unresolved import funtion call гуглится сотня сообдщений по metatrader,0
"Недавно перешагнул отметку 30, не вижу вообще никаких проблем тут. И в жизни не планирую писать на реактк",0
"Если серьезно – мы ищем и второго С++ разработчика, так как работы предстоит много. Если интересно – буду рад пригласить на собеседование.",0
"да, я чищу. итерациями. понемногу все, потом другие пороги, потом еще точнее",1
"Не спорю, изучение все есть. Я про сам инструмент. Вообще не комфортно на джава писать. На питоне гораздо приятнее",0
"Мне нужно, чтобы при подключении по SFTP юзера кидало в определённую папку",0
А можно еще взять пары это вершины а ребра это тройки или четверки,1
"мне вчера рассказывали что азиаты обижаются, если говорить, что все азиаты хороши в математике. Это типа обижает тех, кто азиат и не понимает математику. Но не знаю правда ли это",1
"Все меняется со временем в один месяц одно в другой - другое, зависит от региона так же",0
"+1, скобки нужны чтобы автоформаттер мог определить где отступы правильно расставить, не более.",0
"да, хорошо оттеняет шлаковый сериал по Мгле, который вышел месяц назад",1
"В армии ты это сделаешь пару раз, и то там все строго, с криками, по регламенту, малейшая оплошность и ты уходишь со стрельбища",1
"Correlation != causation.\nМожет, причина в том, что просто на маках проблем с установкой много",1
ну да я согласен что возня мышкой сомнительно. поэтому я и хочу взаимодействовать на прямую с интерфейсом,0
"хотя, возможно там поля разного размера.... 4бит, 1бит, 8бит и т.п.",0
"у росиян потребности это лучше чем у соседа и водка, а за духовность - в штатах кмк все очень верующие, и церкви различных концессий чуть ли не в каждом блоке",1
Самый шок - первый разговор с британцем (неважно откуда) после многих лет изучения литературного английского. Непонятно ничего(,1
"это достаточно хреновая практика, так как в общем случае отследить с какого перепугу у тебя завершается дочерний будет неочевидно.",0
"Как же ты проверил?) По тачкам, которые вывел сервис в разделе ""похожие""?",1
Дай ссылку на свой codescreen или как там его.,0
"Там написано что то, что вызывает мультипроцессинг пихать в main. А там его вызывает его класс",0
"Это всегда или недостаток квалификации, или времени. Если вы можете описать тест-кейс - его можно закодить",0
У тебя опять странная математика пошла?) Шансы же 1 к 50 у всех,1
"если вы запросите приятный голос допрашивателя, то это будет секшуал харассмент",1
в Киев это хорошо с точки зрения работы и тусовки. обучаться в общем-то все равно где.,0
"ровные руки не помогут завести часть модулей, просто потому что они на винде работают совсем по другому",0
"или найти годные курсы, ибо самому тяжеловато учить, если есть база то можно самому",0
"Шаблоны в асинхронном фреймворке, кмк, вообще не нужны. А что не так с WS в aiohttp?",0
"я про то, что никто не спалит, юзал ты их или нет",1
"В основном, это поиск ""последних значений"" с определенным ключом, обновление последних строк с определенным ключом и добавление строк в конец.",0
да и? ты ведь не знаешь как решали в гугле эту ситуацию.,0
"Так это же я этого молчанова и смотрел, да?",0
"Создаёте функцию с параметрами: словарь и множество. В функции итерируетесь по ключам, если ключ есть во множестве и есть значение, удаляете, иначе ключ добавляете во множество, если значение - словарь, вызываете рекурсивно  эту же функцию, передавая значение и множество ключей. Возвращать ничего не нужно",0
ну если только регулярная умственная нагрузка через регулярные выражения... ну или реулярные выражения своих чувств,1
"неа, только подумываю, сделать по зонам такси групбай и медиану добавить",1
"Понятно. ну т.е супер простой вариант, а на модерацию отправляется только если есть ссылка или форвард",0
А за что продлили срок-то? Неужели слухи про охранника - правда?,1
"смотрел несколько видео от седовласого загорелого работника Яндекса, где он говорил, что МЛ - это круто, но никто не знает, почему сайты выдаются именно в таком порядке, типа, модель так решила",1
"Максим, а если даже после изменения конфига ничего не изменилось? Таже ошибка:\nNot Found: /static/admin/css/responsive.css",0
"это как надо было @mort1do писать в ODS, что бы его не молотили",1
"пора уже бы\nно я напишу только если буду в 10, то есть не напишу 😂",1
"Открывая ссылку, надеялся, что там та самая статья про тюнинг random_seed в сетях",1
"а, то есть, переменную менять низя, а словарь можно",0
"Ну вот я хочу чтобы была функция типа str или repr, которая может что угодно превращать в строку. Как сделать чтобы можно было передавать только такие функции?",0
Потому что на основной работе пишу на питоне. И большую часть своей разработческой жизни пишу тоже на питоне.,0
"патчи для Intel/AMD не только снижают перфоманс, но и заставляют процессор дико греться",1
"Не зная, работает ли код, просто для общего развития:\nВместо\nif character in string.ascii_letters:\n    return True\nreturn False\nдостаточно написать return character in string.ascii_letters",0
"Везде отступы сделай одинаковые, если в одном месте один, то в остальных должно быть также",0
"Так это значит, у тебя валидация хреновая, и модель плохая будет",1
"Но и никто не заставляет. Имхо, если не в состоянии решать конфликты, отслеживать, кто так кого первым послал или нахамил, то снимай погоны.",0
а в чем заключается суть той пасхалки ?)\n(braces)\n\nТипа просто посылает тебя нахрен ?,0
"Tishka17\nAever\nДоброго времени суток. Есть вопрос, про tcp сервер и mariadb. Нужно зарегистрировать пользователя. Дешевле будет сделать один I\nДелай инсерт. Иначе при конкурирующих транзакциях между селектом и инсертом может ещё кто-то сделать инсерт",0
"грандмастер - это даже то, чего нет у Валеры?",1
Почему у тебя до сих пор эта аватарка в таком случае?,1
быстрее было бы просто аппендить в список тройку в бесконечном цикле.,0
"csv предполагает ""табличное"" хранение данных: атрибут - значение (простое). А json похож на питоновский словарь. А в словаре в качестве значения могут быть и не простые типы (список, другой словарь). json часто трудно представить в виде таблицы",0
ну ты активировал в своем терминале. у тебя думаешь апач из того же терминала запускается?,0
"ну вот теперь все предпочитают с пепе разговаривать, а не еще одной взаимо-заменяемой исследовательской поделкой, живущей в рамках пары научных статей. а у нас все на юге… вот беда!..",1
"Я понимаю, но зачем именно такой интерфейс не очень",0
По другом спрошу. Все дизайнеры работаю с 4к видео? В большинстве это да сайты и баннера. И даже сайты они не адаптирубт никак на 4к. Уже устал с ними спорить,0
Lxml или beautiful soap 4. Xpath ещё в дополнение можно.,0
ну это плотить надо; проще дядя на КПП с тетрадкой,0
"если я правильно понял код, ты можешь попытаться вместо load и save сделать нормальное сохранение массива через json или какой-нибудь struct. То есть заимпортировать на втором питон, руками сохранить в свой формат и на третьем загрузить тоже руками",0
"а для второй потом в цикле\nif np.sum(field[x:x + width, y:y + height] == 1) == width * height:\n    print(id)",0
"да вот я тоже думаю, не видел такого раньше",1
"я думаю если препод адекватный, то он в курсе.",0
"так если цифры одного числа есть в другом, то значит можно)",0
"логарифм от каждой записи, потом же по этим логарифмам сумма берётся",1
"при округлении конечного, получается неправильно - .76 вместо .77",0
и так из Украины на сайте ML Boot Camp-а через VPN сижу,1
"А вот меня дико бесит, что теряется очередность коммитов",0
Я не вижу каких-то проблем с чтение такого кода. Ну и это уже выходит за рамки того для чего в первую очередь предназначены type hint'ы.,0
Ох не специалист я по оркестраторам на клаудах...\nГде они вообще нужны?,0
Я уже неделю вижу в этом чате кубический корень и повезло,1
ну так всякие там AVX SIMD дают хороший прирост. Плюс numpy шарящие пацаны писали,1
"ну как всё, вчера сильная паника была, люди сплавляли все свои эфиры, биржа не справлялась, от одного слуха о смерти виталика тоже обвалилось",1
"Решил с скулайта пересесть на постгр. На скулайте была GUI софтина, в которой создавал",0
Вам принципиально использовать этот модуль? Посмотрите в сторону datetime,0
Т.е. пока ничего не удаляю.\nДефолтный - тот что только что положил?,0
"так, но видишь тооненькую полоску, отделяющую горы от моря?)",1
"Ок, давай по-другому. Эта старая библиотека -- это что?",0
"ну всякие мощные микробы и вирусы не у мееют, но они тож крутые бывают)",1
"ну не сказал бы, хотя бы потому что я, хвала я Аллаху, не в рф",1
"Что за прикол с ноутами? На хабре тоже постоянно пишут про это, в режиме сарказма как я понял",1
"Если задаешь новое значение, то в этой переменной уже новая ссылка и ты в классе теряешь доступ к переданному списку",0
"Я смотрел в 2х и мне казалось, что медленно происходит\nПока читаю доку",0
"Я как раз хочу понять логику. Это, получается, он всё это будет держать в памяти (например, если я мнооого данных передал), если я из генератора только первый next() взял, а больше мне и не надо?",0
"Вое простейшая штука, она пытается убить нелинейность перед тем как сувать в линейный предиктор типа логрег",1
"А если более реальный кейс, с кучей пропусков и несбалансированными классами?)",1
ну там за соревнование же даются очки рейтинга. Вот тут дается 0.5,1
"Да нет, она улавливала и работала бы, если данные были из одного распределения",1
Да с этим уже разобрались :) просто элементы распечатать,0
А вот как такую категорию добавить? Ведь в train-set'е цвет есть всегда. Его нет в данных теста.,1
"у тебя по запястью видно, что кость широкая, прям предрасположен к качалке",1
"не надо? ты не знаешь, отправили ли / жив человек/проч! точно нет.",1
У меня для этого есть pyenv local <version> и нет проблем,0
"красиво, спасибо!\nу меня пока даже до 0.68 не дошло, обучается",1
"Этот да, он нормальный. Но это пример. можешь найти и что то бесплатное. Главное чтобы подтянуть уроки по основам Питон.",0
"ну нет, это типа leakyRelu, только отрицательный коэффициент сетка сама учит",1
"Евангелие по Сергею:\n""Та учите пока сетки. Мне последней недели застекать хватит""",1
Ты спрашивала про моё фото. Критин  на фото это я😂😂😂,1
"это про то, как векторная машина поддержки строит гиперсамолет",1
"Тогда в чем проблемы, конда тоже ставит в site-packages",0
"но да, быть топ-1 за неделю до конца конкурса то еще испытание",1
повезло\nу нас в школе на информатике ничего сувать нельзя было\nтам вообще было что то странное,1
Победитель буткампа уже не мыслит в масштабах меньше галактики,1
кекеке\nIn[14]: b = b['sub_dict'] = {}\nIn[15]: b\nOut[15]: {'sub_dict': {...}},0
"не тупо перевернуть из csv а прочитать и записать в свои поля, с определенной структурой",0
"за ними в желтой степи оставались широкие полосы развороченной коричневой земли, вспаханной до самого базальтового основания континента. что же он ""слушать"" , что многие годы задачи детектирования поломок сложных механизмов решались именно с такими настройками.",1
"Ты забываешь, что если это коллега Сиола, то у неё столько железа, что этот конкурс - раз плюнуть",1
"Выбросов должно быть мало. а так успокоится, снова зарегится, если одинока",1
"благодаря таким действиям его все знают, а так бы втихую выигрывал ) репутация тоже важна",1
Стекать это усреднять? Прямо коэффициенты линейных моделей? Кто такой Сергей?,1
"ну да, то есть расходов нет, потому какк это камень, кому то нужны альые паруса с джакузи, кому то хоть что, элиминируем этот фактор",1
ЗАЧЕМ ТЫ ОТВЕТ ДАЛ?? Я ЕЩЁ ПОДУМАТЬ НЕ УСПЕЛА!,1
"ну как-бы маршрут по-умолчанию это 0/0, но есть нюанс",0
"я бы сказал какое я ему название дал, но не буду:) у меня сейчас у самого наполовину руками очищено, переписваю все на алгоритмы и в процессе нашел некую закономерность, назовем ее так",1
"неее, ты что - новая фотка красотки - раз, новое слово - мужесрач - два!",1
"Иногда хожу, но редко) пару раз на велосе ездил",1
"Погугли\nУ тебя обработка изображения\nЕсть типа сетка, по ней и проверяешь пятна",0
"Ну типа два вектора называются сопряженными в определенном пространстве, если их скалярное произведение =0. И в том методе прекол в построении такого пространства",1
вообще нормально в деревьях вектора из нейронки работают. если не на таргет файнтюненна ),1
Тяжёлые сетки вообще в память не помещаются. Либо батчсайз 1.,1
"Ну у меня такой, офисный бэк будет. Автоматизация, бухгалтерия, взаимодействие с пользователями. Но ядро абстрактное делаю, чтобы domain specific логика была плагинами.",0
"Может, с чтением файлов? (Я не помню, в албу ли я это видел)",1
"Ладно, хотя бы просто чтобы была, не обязательно много",1
"Вон оно как работает, оказывается...\nБоюсь считать, сколько тогда за 1 раз",1
"я помню 0.744 ещё в во второй день контеста, лол\nвот будет весело, если на этом можно было закончить",1
"что там у нее нет сорокаградусной жары, нет вонючих испарений мертвой степи, воздух сладок и прохладен, а с близкого моря ветер приносит чистые запахи цветников, обнажившихся при отливе. такое чувство, что аватарка как-то неуловимо изменилась!",1
"Ну не сукин ли сын? Свою ца надо хвалить, холить и лелеять. И стричь тихонько)",1
no way\nвы что хотите чтобы было как в другом компетишене ?,1
Я недеюсь это была ирония над горе-программистами) Они так и думают да,0
"ну в теории да, а на практике в том же mit, да и у нас, на лекции многие ходят, хотя на видео все есть",1
"закон нарушается, если формально не соблюдены требования. от кого деньги получаешь в данном случае не важно.",1
объясни нахрена ты делаешь zip чтобы потом запихнуть по-отдельности элементы в два массива?,0
"да, но объем довольно большой, может по времени и выиграю. Ну если я сделаю правильно и приду покажу преподу - не важно буду ли я терять, или нет)",0
"я прям-таки вижу этих успешных людей на б/ушных мерсах в кредит, которые лечат про ""успех""",1
"Я не про среднее говорю, в средем много переобученных под паблик моделей",1
"Тексты с эмодзи в ней, а есть другие варианты?",0
"Может какие-нибудь высоконагруженные станции типа возле стадионов, которые ложатся под нагрузкой 50к людей",1
в нашем топовом сабмите сейчас суммарно часов 100-200 обучения,1
"Ну я сначала одну видяху возьму, и если будет не хватать, можно будет еще 2 докупить. Я не особо шарю, но ведь эти ваши градиентные бустинги нельзя же считать на видяхах?",1
Тут кто-то длинный пост на эту тему писал. @Tishka17,0
"& xcode-select --install || brew remove portaudio || brew install portaudio || pip3 install pyaudio || say ""gav gav""",0
"Да, осталось просто высчитать насколько плавная акция и подстроить стоп под это",0
обычно сходу нейронки не заходят. раньше была нейронка керасовская вместо cat,1
Там с датой будут проблемы же не ?\n 06:30:58 GMT;,0
"и все это надоело! – сказал матвей.– леонид, прости меня, пожалуйста. в одиннадцать ноль-ноль вы должны быть в воздухе.",1
"я только начал писать про то, что масса уменьшается...",1
"когда на него – на его руку. не надо намордник,– сказала таня.– пусти-ка меня, роб. ты один?",1
а ты думаешь встречи с инвесторами это быстро?) 6 месяцев самое то,1
"толи дело у нас\nвстать в 8:20, в 8:55 зайти в офис, и это другой конец города (правда прямая объездная дорога есть)",1
"5 собеседований за год - это нормально?) Я за месяц больше проходил, когда работу искал)",0
"ну я пока считаю что да, они не такие хорошие по спекам, но! well build",1
"Ну вот я и не понял, чому там виртуализация и ссш",0
Тоже с него хочу начать - спасибо за мнение; убеждаюсь в правильности выбора.\nЕдинственное не оч понравился pycharm (чет после atom не зашел)...,0
"почему в контексте обсуждения талантливых деток бояр прочитал ""хотел купить квартиру Малевича""",1
"А почему я должен довольствоваться комьюнити, если могу не?",0
Дай угадаю - сначала начал думать что с приоритетом операций загвоздка?,0
ну и с сериализацией ровно то же. Практически нет разницы и то и другое в случае нового кода навернется с некоторой вероятностью.,0
"Скорее всего заглянув в код этого регрессора, ибо это обертка",1
"кстати, а тут выбор небольшой - или с гордостью и за 5000 рублей боты писать или без гордости, но за $5000 😊",0
"Error in catboost.from_matrix(preprocessed, target, weight, baseline, : Unsupported target type, expecting double or int, got: character\n\nэто если таргет - текст",1
"А почему исходные бил на 30ф. Подсмотрел где, или вывел число?",1
"по нормальном распределению роста, но можно еще добавить условий всяких разных",1
"да в принципе какая разница, все суть интерфейсы к либам на плюсах или сях",1
"не, без бумажки никак) тут можно и умножение столбиком проверить заодно)",1
"надо разобраться, чего ты хочешь: фундаментальных знаний, или поступить любой ценой?",1
Она ведь должна была как-то прндставить своё решение да?),1
У меня в дипломе куча четверок (в том числе по дифгему). И в аспе я за 2 года ничего не сделал.,1
"так вот я и не понимаю, почему. Какой от этого профит, что вместо n видеокарт закупят n/10 видеокарт, т.к. денег нет на полный объём",1
Я думаю он не ожидал чего-то  умнее обычного градиентного бустинга,1
"Это для тех у кого многопоточное приложение, а у нас питон",0
"да он тут и так наговорил на то, что весь чат подумав может засабмитить всё на топ 1",1
"да, но на 300 обучать, чтобы на *каких то* 50 предсказывать..",1
"Я ща год с журналистами работала, теперь мечтаю поучаствовать в проекте, который за пару лет у всех журналюг работу заберёт",1
"Не, ну это совсем. Но тоже даёт некое пространство для размышлений)",1
меркуриал прошел мимо меня. но на SVN жили именно так.,0
"По заветам Артемки Лебедева: кто первый на рынке, тот у рулит",0
Тут бот не столь важен. Его функции примитивные. Главное к джири подключиться и вме,0
"Но это же связь типа ""чем больше паблик, тем больше приват"" и наоборот",1
не ну - я предлагаю в силу своих знаний,0
"Начальник приходит и уходит, а вот ты можешь и не уйти",1
пока так и делаю... думал может че поинтересней есть(((,0
"для победы нужно написать классификатор, который принимает на вход данные с привата, а на выходе даёт твой адрес",1
Ну добавление представления в нужной таймзоне не сделает же клиента из маленького большим?,0
Из этой половины - 40% это два джекичана из топа на ссд,1
"Зависит, на 4G МФ у меня дата при войсе отрубается, но это вроде какая-то специфика оборудования/разрешений, насколько знаю, есть варианты протоколов когда работает одновременнл",1
"не совсем. Например, важным может быть и ""описание"" человека, а именно его деятельность. Возможно, что он просто перестал использовать данного оператора и перешел на другого, без помех в работе - как частный пример. Т.е. помимо самих сот есть на что посомотреть.",1
"Не печатай переврд строки, а вначале (или в конце) возврат каретки.",0
просто после написания проги я думаю собирать свой дистр,0
А мне не нравится асинк авейт) продавили ересь в язык,0
"Я просто не понимаю, как можно делать вид, что кидаешь рандом",1
тебе говорят о том что рукописный ввод через input() непрактичен.,0
ты даже ничего не заслал в sdsj ? и не будешь?,1
"мне воотобще не хочется мокать реальный elasticsearch,  бы лучше замокал уже распарсенные данные",0
"Ты мог бы создать класс, с атрибутами класса. И работать внутри класса с ними. Вообще кайф.",0
"полная фраз должна звучать так\nупаси меня Б-г от Azure), и тем более от R. Свят-свят-свят",1
Я примерно на это и намекнул. Но видимо не участвует никто :),1
Он мог просто первый раз посетить первым один сайт,1
Взять участников чата этого и проверять на знание self,0
2 года назад собеседование проходил с 1200 человек прошли  14,0
"Разные действия - это что значит? В плане после того, как подгрузили модель (а в модели находится и сам booster), в python'е и Scala по разному с ними оперируем?",1
"а если не слоэно, моэно пример с json`ом? это если не слоэно",0
"Давай повежливее.\nВсе это видели. Проблема не в том, что порт занят. А в том, что он закрыт чем-то типа файрвола. \nПокрутили то, что нужно. Разобрались и уже поехали дальше.",0
"Если упрощенно, то МРО будет действовать слева направо. Если не найдет у предков подходящий метод, то отрыгнет ошибку",0
"Реальная цитата препода по физике:\n - ... получается 25, корень из 25 примерно 5, ...",1
"государству, по идее, а то вымирать будут, тупеть будут, и будут вестись на всякие позывы вражин )",1
можно сделать так чтоб не дообучал не вызывая коструктор класса снова?,1
"Потому что ты не можешь сымулировать прохождение звонка через GSM. А там могут быть всякие ситуации. И тот звонок, который с виду дефектный, по факту оказывается очень даже валидным",0
Число строчек с falls asleep совпадает с числом wakes up,0
"Во избежание бана сайтом, стоит лучше всего договориться с владельцами сайта",0
"ну тут смотря как смотреть\nты по сути используешь чью-то фотку + фотошоп\nа я просто скриншот комментария, без изменения исходного текста",1
но ведь то что ты владеешь облаком не сильно удешевляет весь процесс относительно,1
Если есть время - я бы посоветовал переписать на peewee. Проблем с подобным не будет. Покраней мере у меня не возникало. Боль только с миграцией,0
"ага, а это уже 100% корреляция по рассовому признаку",1
"Насколько я знаю, нигде в мире не используют ии для принятий решений в кредитах, а только считают скоры, а человек на них смотрит и решает",1
"Речь об общении, а не о вакансии или тз",0
"Решила задачу таки перебором в лоб, а вторую часть я нашла с своего изображения",0
"Так чё париться, константы заслал и сиди пей сок :)",1
форматировать PR перед мерджем в основную ветку - нормально.,0
"Я здесь совсем недавно, но есть подозрение, что люди редко ливают, и число людей +-монотонно должно расти. Если это правда, то и рекорд не удивительный",1
"Ты никак не говоришь, что тебе нужен результат, соответсвенно и exception тоже наружу не прилетит.",0
отправь в личку полное описание и на чем это надо реализовать,1
"Бот не будет мерять категориями: веселый, разговорчивый. Это как с клиентами мегафона, понравится - не понравится. А входящие данные могут быть любыми",1
"все равно обидно, что поначалу все правильно начал, а в итоге свернул с правильного пути:)",1
community. Нече тратить суммы на то что может не понадобиться,0
"Есть пример для другой библиотеки, но сам механизм ведь универсален\nhttps://github.com/python-telegram-bot/python-telegram-bot/blob/master/examples/timerbot.py",0
ну там code review \\ юнит тесты гвоорят помогают,0
мы же в каждый момент времени? года 4 назад получал 300 баксов. до этого было.,1
"то есть она совсем не думает о том, что голубь насрал? только о том, что мч ""не оценил"" модель?",1
Можно для финального лидерборда показывать прыжок и направление от предварительной,1
"на мобилке собрать полноценное приложение?\nмолоток, что сказать.\nвозможно на распберюхе получится.",0
Звучит логично\nНеясно ещё как эту сессию закрывать\nИ что вообще такое «закрытие aiohttp-сессии»,0
ну вот я как раз на курсе вроде говорил о нюансах такого подхода. более подробно здесь http://www.riskofficer.ru/archive/index.php/t-14161.html,1
"Вы не правы, я делал много сабмитов неправильно подставляя данные в модель. Так вот выше 0.51 практически не было",1
А? Почему модель не затрейнил? А надо было?? Я думал только смотреть...,1
"Но мы же сообщество хороших специалистов, за хорошие вещи мы не жмотится, и платим",0
"Если такое напишите, то считайте ии готов. Так как смогли формализовать поведение человека",0
"я правильно понял идею, что в adversarial validation мы делаем строим классификатор на трейн/тест, потом из трейна отсекаем те, где он очень сильно промазал и таким образом получаем более похожий на тест трейнсет?",1
"Но это не значит, что нельзя построить проц, который съест питоновский байт-код",0
Ну а у любого Димы и Мити по паспорту Дмитрий,1
"Цвета - это вроде модификатор. То есть смайл 4 байта, цвет ещё хз сколько",0
Это как универ. Он тебя заставляет. А сам — расслабляешься,1
Разве что varchar бы вместо текст. А так вроде ок,0
"При написании чего-то туда, оно сразу помещается в self? Или можно обратиться только через __class__?",0
а что ты хотела заtfidfать? с какой то же целью хотела кодировать вышк,1
"3.5% кто плюс минус 5 мест, и 6.5% кто плюс минус 10 мест",1
"так а почему минусы и прочие действия не печатаются, хотя я return делаю",0
"offtop: мать, главбуха с 10 лет стажем в сбер тоже звали в колл центр на 20к :D :D :D",1
"О ДА, дождался\n2 гига бинарник весит, думал будет меньше",1
"Бустрепить не хочу мало 1, их всего 48 на 7000",1
"Задействовать все ядра при большом количество I/O, например, asyncio будет на одном ядре работать",0
"а итератор - это объект, который реализует логику итерирования над итерируемым объектом.",0
"Можно узнать, с какого это перепуга такса не собака?",1
Объект и передается по ссылке. Но не по указателю,0
"дак надо юзать pip3 наверное\nну или поставить его для 3 питона, если pip только под 2",0
"Да бл да вы че я только зарегался с этим ником, скачал данные, а тут уже скоммуниздили ну что ж вы за люди-то такие, а",1
"вот тоже к такому склоняюсь, что по идее даже не по фолдам, а надо для каждой следующей версии трейна пересчитывать веса...",1
"Да я суть понимаю - сколько этих методов вообще, столько и библиотек для низ",0
что бы царапины с винила воспроизвести как надо - с заиканиями и зацикленными повторами,1
У меня также с ебеем было. Первые несколько проходят. Дальше - голяк,0
ответь под этим комментом что у тебя тоже проблема,0
"наверно в том, что у функции лтгин нет параметра template_name, как и написано в ошибке",0
"у нас на одной специальности курсовая была - сделать нейронку, все делали примерно за неделю если своими силами (на матлабе, насколько помню)",1
А что я скажу тебе что телеграм только на телефоне ?,1
"ничто не мешает участию в контесте больше, чем работа)",1
"потому что дауны и не понимают, что пилотам не слышно (можно погулилть интверью)",1
Второй вопрос - это для learning rate decay и всяких там LRScheduler?,1
"приходишь к ним такой, а они тебе воспоминания об отпуске на Марсе в голову записывают",1
"а стоит он в папке, в которой указан питон",1
"Ну когда с вкшкой собеседовался в один голос говорили ""мы не мейл ру, мы сами по себе и сами решаем, это так формально"")",1
"Перед чисткой давлений ввести фичи, описывающие запись давления, типа фичи ""первый символ ap_hi"", ""второй символ ap_hi"" и т.п., чтобы модель ""выучила"" ошибки в записи, которые были изначально, и чистка давления перестала понижать скор",1
