,text,label,label_name,len,clean_text
1574,А? Почему модель не затрейнил? А надо было?? Я думал только смотреть...,1,DS chat,12,почему модель затреинил думать смотреть
1575,что тебе ещё сказать кроме того что уже сказал интерпретатор?,0,Python chat,10,ты сказать кроме сказать интерпретатор
1576,"Я предположил, т.к. сам пока не проверял, но видимо придётся. Буквы-смайлы, цветные - у них юникод индексы слишком большие",0,Python chat,19,предположить так пока проверять видимо прийтись буква смаил цветной юникод индекс слишком больший
1577,"Путин появился еще летом 98 года директором фсб. \n16 августа 99 стал премьер министром. Вся административная и не только машина работали на передачу власти ему, так что в оппозиционного кандидата за 4 месяца до выборов верить более чем наивно.",1,DS chat,39,путин появиться лето 98 год директор фсб 16 август 99 стать премьер министр весь административный машина работать передача власть оппозиционный кандидат 4 месяц выборы верить наивно
1578,"ну Тань, умение и опыт - дело наживное )",1,DS chat,9,таня умение опыт дело наживной
1579,но этот уже 3-4 года так. он в целом для студентов предназаначен,1,DS chat,12,3 4 год целое студент предназаначный
1580,"разумеется красивая! Все время забываю, что правильно делать комплимент надо фразой ""Особенно красивая""",1,DS chat,13,разумеется красивый время забывать правильно делать комплимент фразоя особенно красивый
1581,"Но зачем, если на кеггле именно это и надо?)",1,DS chat,9,кегголь именно это
1582,"это не костыль, это нормальная практика передачи неопределённого количества аргументов по цепочке вызовов",0,Python chat,13,это костыль это нормальный практика передача неопределённый количество аргумент цепочка вызов
1583,"не так прочитал:) нет, если не слал то они обнуляюся так же как сейчас",1,DS chat,14,прочитать слать обнуляюся сеичас
1584,"а это сложнее, это без доп. системы кажется не сделаешь",1,DS chat,10,это сложный это доп система казаться сделать
1585,"Это довольно тонкая шутка про бога поскольку range (0,100) вернет 99 последним числом :D",0,Python chat,14,это довольно тонкий шутка бог поскольку range 0 100 вернуть 99 последний число d
1586,Я как-то смотрел передачу про датацентры Гугла. Один из крупных дц где-то в скандинавии расположен и зимой снабжает теплом соседний городок))),1,DS chat,21,смотреть передача датацентр гугл крупный дц скандинавия расположить зимои снабжать тепло соседнии городок
1587,"в слаке чатик есть, там чуть Мортидо не забанили за ""привет""",1,DS chat,11,слак чатик мортидо забанить привет
1588,ну типо впервом задании нужно ph на f поменять,0,Python chat,9,типо впервое задание нужно ph f поменять
1589,ты про вуз или про армию?). ! ну а остальные могут типа проголосовать?,1,DS chat,13,вуз армия остальной мочь тип проголосовать
1590,"мужчин 0.5, женщин 0.5, вероятность что мужчина и женщина одновременно 0.25",1,DS chat,11,мужчина 0 5 женщина 0 5 вероятность мужчина женщина одновременно 0 25
1591,"Ну в конкретно этом примере (одна фича) очевидно, что МЛ сработает гораздо лучше и гораздо быстрее человека. Главное не переобучиться",1,DS chat,20,конкретно пример один фича очевидный мл сработать гораздо гораздо быстрый человек главное переобучиться
1592,"И нет, за 20 строк http сервак вы не напишите.",0,Python chat,10,20 строка http сервак написать
1593,"продолжим делить до бесконечности, и получим двойной интеграл \nя добавил математичности?",1,DS chat,11,продолжить делить бесконечность получить двоиной интеграл добавить математичность
1594,"ого, четкая штука, спасибо. Я до этого только RFE из sklearn умел юзать",1,DS chat,13,ого чёткий штука спасибо rfe sklearn уметь юзать
1595,"его учить и учить. хоть и есть уровень синьора-помидора, но это только начало.",0,Python chat,13,учить учить уровень синьор помидор это начало
1596,"у меня ушел... ээээ... все еще продолжает уходить... эээ, вобщем уже то ли второй то ли третий год это продолжается... но если ты молод, не женат и работаешь около этой темы или вообще не работаешь - то все будет быстрее",1,DS chat,40,уйти ээээ продолжать уходить эээ вобщий второй третие год это продолжаться молодой женатый работать около этой тема вообще работать быстрый
1597,"я буду уходить до последнего… я дурак, мне нужно знать статистику и машин лернинг. в дверях стояли ребята, знакомые лица, встревоженные, печальные, озабоченные. я не принимаю таких претензий,– холодно сказал он пиште.",1,DS chat,32,быть уходить последний дурак нужно знать статистика машина лернинга дверь стоять ребята знакомый лицо встревожить печальный озаботить принимать такой претензия холодно сказать пишта
1598,"Я чистила. Верхнее давление < 40 - агония, ограничила сверху 320, хотя у тонометра шкала до 300. А кто-то заметил влияние пульсового давления(ap_hi-ap_lo) ? У него норма от 30 до 60",1,DS chat,31,чистить верхний давление 40 агония ограничить сверху 320 хотя тонометр шкала 300 заметить влияние пульсовый давление ap hi ap lo норма 30 60
1599,"спасибо, но такой вариант не дает никакого прироста скорости по сравнению с синхрнонным,",0,Python chat,13,спасибо такой вариант давать никакой прирост скорость сравнение синхрнонный
1600,надеюсь догадались тайминги нажатия клавишь и вообще весь таймтрек включить в фичи - вот это было бы интересно,1,DS chat,18,надеяться догадаться таиминг нажатие клавить вообще весь таимтрек включить фича это интересно
1601,В каких случаях может понадобиться вызывать деструктор класса явно?,0,Python chat,9,какой случай понадобиться вызывать деструктор класс явно
1602,"на время, затраченное на работу фьютекса и на проверки, связанные с GIL",0,Python chat,12,время затратить работа фьютекс проверка связанный gil
1603,"ну всякие мощные микробы и вирусы не у мееют, но они тож крутые бывают)",1,DS chat,14,всякий мощный микроб вирус мееть тож крутой бывать
1604,"если у дани не получилось, не значит, что у меня тоже не получится",1,DS chat,13,дань получиться значит получиться
1605,"вспомнил пару весомых для меня причин:\nпреимущество 1. питон докеризируется на порядок проще. нет плясок с бубном вокруг общих шар между nginx и php-fpm\nпреимущество 2 (вытекает из преимущества 1). не нужно бить разрабу по лапкам за слова ""я сейчас на прод залезу и подправлю быстренько"".  Ибо ""куда ты полезешь? в ридонли имидж?""",0,Python chat,52,вспомнить пара весомый причина преимущество 1 питон докеризироваться порядок простой пляска бубен вокруг общий шар nginx php fpmпреимущество 2 вытекать преимущество 1 нужно бить разраб лапка слово сеичас прод залезть подправить быстренько ибо полезть ридонли имидж
1606,В subs_features snap_date имеет значение например 01.08.2001. Что это за дата?,1,DS chat,11,subs features snap date иметь значение например 01 08 2001 это дата
1607,"да, можно так, но там функция совсем простая, не вижу смысла тащить модуль datetime",0,Python chat,14,функция простой видеть смысл тащить модуль datetime
1608,"и теперь, класс, внимание вопрос, как можно задеплоить openshift конфигурацию при помощи этого зоопарка?\nправильно, при помощи shell: oc apply -f",0,Python chat,20,класс внимание вопрос задеплоить openshift конфигурация помощь зоопарк правильно помощь shell oc apply f
1609,"а как тогда он внутри нее изменяется, внешний именно?",0,Python chat,9,внутри изменяться внешнии именно
1610,"во-первых перестань пинать балду, а во-вторых 20-ка рыночная цена, смотри удаленку что ли",0,Python chat,13,первый перестать пинать балда второй 20 ка рыночный цена смотреть удалёнка
1611,"я думал, что крутые девы ищут инструменты, чтобы меньше тратить время на разработку, а оно вон как",0,Python chat,17,думать крутой дева искать инструмент маленький тратить время разработка оно вон
1612,"ну да, я говорил, что в своей CI, это изи",0,Python chat,10,говорить своей ci это изя
1613,"я спрашивал в 2 чатах, рабочее решение никто не подсказал, видимо, это слишком сложно)",0,Python chat,14,спрашивать 2 чат рабочий решение никто подсказать видимо это слишком сложно
1614,Это не из этого списка. Всегда меня радовали подобные посты. Человек сидел на Винде потом попробовал Линукс. Теперь винда говно кричит в голос. Через пару лет ты поймёшь что был не совсем прав,0,Python chat,33,это список радовать подобный пост человек сидеть винд попробовать линукс винд говно кричать голос пара год поиместь право
1615,Первый всегда может уйти в математическую специальность. Второй - в девелопмент.,1,DS chat,11,первыя уить математический специальность второй девелопмент
1616,а я просто на стеке сделал за один проход),0,Python chat,9,просто стек сделать проход
1617,"немного сомнительно пока, всетаки не хватает интересных фич посложнее. Всякие хгбусты если посмотреть где они ошибаются сильнее всего, то получается что при высоком давлении часто слишком уверены в том что есть ССЗ и наоборот.",1,DS chat,34,немного сомнительно пока всетаки хватать интересный фича сложный всякий хгбуста посмотреть ошибаться сильный получаться высокий давление часто слишком уверить ссз наоборот
1618,"Допустим у меня есть шахматная доска, и 20 шашек , каждая клетка может вместить сколько у угодно шашек, если шашки раскиданы случайным образом (равномерно) то это типа гуд а если шашки покрывают только один угол например или только одну половину  то это не гуд, вот как высчитать вот это равномерность покрытия ?",1,DS chat,53,допустить шахматный доска 20 шашка каждый клетка вместить сколько угодный шашка шашка раскидать случаин образ равномерно это тип гуд шашка покрывать угол например один половина это гуд высчитать это равномерность покрытие
1619,"Это кусок трейна, на котором нельзя обучаться, насколько я понял",1,DS chat,10,это кусок треин который обучаться насколько понять
1620,"С трудом верится, что один и тот же человек в каггл пишет один стиль кода, а в прод - другой",1,DS chat,20,труд вериться человек кагглый писать стиль код прод другой
1621,"давай ты все забудешь и заново обучишься, а то регуляризации на тебя нет",1,DS chat,13,давай забыть заново обучиться регуляризация
1622,"да нее, если почитать этого обиженного и поверить ему\nтам да, странные отношения мать-сын....",1,DS chat,13,почитать обиженный поверить емутам странный отношение мать сын
1623,"хорошо, что я не успел этим заняться. Что-то у тебя сложно все выглядит в целом.",1,DS chat,15,успеть это заняться сложно выглядеть целое
1624,"в доке два подчеркивания, а в коде одно оО",0,Python chat,9,док подчёркивание код один оо
1625,"А в чем сложность если реализовать ввиде класса, heapify делает кучу из чего то, он часть интерфейса=> в чем вообще проблема?",0,Python chat,21,сложность реализовать ввид класс heapify делать куча часть интерфеиса вообще проблема
1626,"У тебя сегодня интересные вопросы. Делись, что делаешь там. Можно в лс",0,Python chat,12,сегодня интересный вопрос делиться делать лс
1627,"обычно в чатике под блендом подразумевают любое усреднение моделей, а под стекингом - именно усреднение моделей первого (n-того в случае Сергея) уровня другой моделью",1,DS chat,24,обычно чатик блендом подразумевать любой усреднение моделей стекинг именно усреднение моделей первый n случай сергей уровень другой модель
1628,"так, но видишь тооненькую полоску, отделяющую горы от моря?)",1,DS chat,9,видеть тооненький полоска отделять гора море
1629,"это так, вообще я хочу это f строкой собрать, подставив знчниея и это скажем так просто слово\nНичего в нем нет - считай простым словом которое будет в строке",0,Python chat,28,это вообще хотеть это f строкой собрать подставить знчниеть это скажем просто словоничего немой считая простой слово который строка
1630,"А где академия? Я думал, что у вас теслы",1,DS chat,9,академия думать теслый
1631,На win10\nИ доступно только два стиля. Windows(который по умолчанию) и Fusion,0,Python chat,11,win10ь доступно стиль windows который умолчание fusion
1632,Скорее до малых городов. Интернет то есть. А с ним пришло и все остальное.,1,DS chat,14,скорее малый город интернет прийти остальной
1633,"Вертикальная хороша, не способствует тунельному синдрому. Трекболом не пользовался. Клава механическая у меня тоже. Нравится.",0,Python chat,15,вертикальный хороший способствовать тунельный синдром трекбол пользоваться клава механический нравиться
1634,"а зачем параллелить МО на гипертредовые потоки, от этого же, вроде, только хуже становится",1,DS chat,14,параллелить мо гипертредовыя поток вроде плохой становиться
1635,На вкус и цвет фломастеры разные. Ты вот фласком увлекаешся),0,Python chat,10,вкус цвет фломастер разный фласк увлекаешся
1636,ну конкретно эта проблема выловится должна была на этапе CI/Lint,0,Python chat,10,конкретно этот проблема выловиться должный этап ci lint
1637,ну мы постарались очень упростить жизнь на собесе всем участникам чемпов,1,DS chat,11,постараться очень упростить жизнь собес весь участник чемп
1638,"ну, у меня 10 Гб будут скачиваться около 10 часов, так что не вот печаль 😅",1,DS chat,16,10 гб быть скачиваться около 10 час печаль
1639,И не должно помочь)) но супер писать в этом случае лучше) используй пдб,0,Python chat,13,должный помочь супер писать случай используя пдб
1640,Ну вот их акцентов можно понахвататься из фильмов типа Гая Ричи,1,DS chat,11,акцент понахвататься фильм тип гай ричать
1641,"Ну обычно стараемся подольше подержать песочницу, может и в этот получится так же)",1,DS chat,13,обычно стараться долгий подержать песочница получиться
1642,а что за версия у тебя? я таких строк не нахожу вообще,1,DS chat,12,версия такой строка находить вообще
1643,"Не нужна тебе математика. Изучай что нужно, получай среднюю хорошую зарплату. Ответственный сотрудник, умеющий работать. Достаточно. Не все гении, изобретали новых технологий.",0,Python chat,22,нужный ты математик изучай нужно получай средний хороший зарплата ответственный сотрудник умеющие работать достаточно гений изобретать новый технология
1644,"больше обсуждают -> больше узнают -> больше принимают = есть возможность создавать веб параметры . ли меня не было видно,?",1,DS chat,20,обсуждать узнавать принимать возможность создавать веб параметр видно
1645,"в 19 уже ЛБ будет забит, за 5ю цифру в шейкапе толкотня будет",1,DS chat,13,19 лб забитый 5ю цифра шеикап толкотня
1646,"да это именно по честному, вот что то есть трейновое, а что будет в будущем - хз",1,DS chat,17,это именно честной треиновое будущее хз
1647,"ну если откинуть все тупняки (да, их много), то вроде годно",1,DS chat,11,откинуть тупняк вроде годный
1648,"ну ты считаешь , что только социолог может быть идеологом таких высказываний и т.п.",1,DS chat,14,считать социолог идеолог такой высказывание так п
1649,"это в гугле под сексиест джоб написано, вот приходит такой аналитик на работу и?..",1,DS chat,14,это гугл сексиеста джоб написать приходить такой аналитик работа
1650,"Когда речь идет о цикле фор, это for loop\nList comprehension и for loop - разные понятия, вне зависимости от того что под капотом",0,Python chat,23,речь идти цикл фора это for looplist comprehension for loop разный понятие вне зависимость капот
1651,"Так, сейчас постараюсь понятно сказать. Моя нс научилась (???). На выводе у меня (???)\nВот именно где вопросы, то я и не понимаю",0,Python chat,22,сеичас постараться понятно сказать нс научиться вывод именно вопрос понимать
1652,в основном только крупные корпорации могут позволить себе построение нативных приложений с множеством функций для идеального опыта пользователя,0,Python chat,18,основное крупный корпорация мочь позволить построение нативный приложение множество функция идеальный опыт пользователь
1653,"Смотрите в сторону этих параметров .pack(side=.., fill='..', padx='..' pady='..'). Обычно на форме располагают фреймы, которые позицируют правильно, и все контролы уже ставят на фреймы.",0,Python chat,24,смотреть сторона этот параметр pack side fill padx pady обычно форма располагать фреим который позицировать правильно контролы ставить фреим
1654,"Думаю, сервер упал из-за кривых рук, а историю про кибератаку придумали как прикрытие",0,Python chat,13,думать сервер упасть кривая рука история кибератака придумать прикрытие
1655,"ну правильно-неправильно - это бинарная логика, нет ее в природе, каждому свое",1,DS chat,12,правильно неправильно это бинарный логика природа каждый свой
1656,не обязательно. но где-то как минимум посередине быть нужно,1,DS chat,9,обязательно минимум посередине нужно
1657,"Перемешиваешь? В смысле какой-то шум к ней докинуть или что-то иное? Сорри, если туплю",1,DS chat,14,перемешивать смысл какой шум нея докинуть иной сорри тупить
1658,"ну у нас тут не ясли, так что сорян",0,Python chat,9,ясли сорянин
1659,"а что он такое делает? есть смысл в том, что он нажимает?",1,DS chat,12,такой делать смысл нажимать
1660,"Я читаю именно так, например) иногда еще доставляют ваши обсуждения на отвлеченные темы",1,DS chat,13,читать именно например доставлять ваш обсуждение отвлечь тема
1661,Я новый конфиг как должен попасить в контейнер с nginx'ом?,0,Python chat,10,новыя конфига должный попасить контеинер nginx ом
1662,"В скорринге число дефолтов на уровне нескольких процентов, там тогда  быстрей будет n*m чем nlog n....",1,DS chat,17,скорринг число дефолт уровень несколько процент быстрей n m nlog n
1663,"Это значит, что я просто так строю спарс, чтобы его керасу скормить?",1,DS chat,12,это значит просто строй спарс кераса скормить
1664,"я закрашивал все точки в прямоугольнике. А если оказывалось, что точка на краю, то сразу назначал площадь в миллион",0,Python chat,19,закрашивать точка прямоугольник оказываться точка край сразу назначать площадь миллион
1665,"мда, кого то прям в лицекнигу возьмут, с такими методами",1,DS chat,10,мда кто прям лицекнига взять такой метод
1666,"кек, у меня ща сбоку висит хардверный мониторинг на диодах под ардуинкой )",0,Python chat,13,кек сейчас сбоку висеть хардверный мониторинг диод ардуинкой
1667,В django и django rest framework и так куча инструментов для этого. Случай не тот.,0,Python chat,15,django django rest framework куча инструмент случай
1668,"🙈 они как то это раздуывают, там гораздо меньше\n\nкак то в прошлом году поняли",1,DS chat,14,это раздуывать гораздо меньшекак прошлый год понять
1669,"Сорри, что слоупочу, но не мог не сказать - по поводу лосса я минимум два разговора тут начинал. Проблема была не в керасе, а в тенсорфлоу, переключение на теано лечило проблемы! Сейчас попробую найти...",1,DS chat,34,сорри слоупотать мочь сказать повод лосса минимум разговор начинать проблема кераса тенсорфлоу переключение теано лечить проблема сеичас попробовать наити
1670,Покажи wireless. Пишет что байты он не может тебе в utf8 показать,0,Python chat,12,показать wireless писать баит ты utf8 показать
1671,"ну мне неудобны большие лопатки, вместо них планшеты и ноуты есть",1,DS chat,11,неудобный больший лопатка вместо планшет ноут
1672,"я думаю, он имел ввиду, что X0 - это киллер фича",1,DS chat,11,думать иметь ввиду x0 это киллер фича
1673,"да трындец всем, как только ИИ сюда добавят и прикажут что-нить плохое",1,DS chat,12,трындец весь ия сюда добавить приказать нить плохой
1674,"Да не. Это норм. Просто если юзать часто, будет говно, а не архитектура. Которая на каждое движение будет рассыпаться на части",0,Python chat,21,это норма просто юзать часто говно архитектура который каждый движение рассыпаться часть
1675,На самом деле просто пленку некому монтировать . Ну как запуск на Луну и Кубрика.,1,DS chat,15,сам дело просто плёнка некого монтировать запуск луна кубрик
1676,"тогда почему при split("" "") - дает ошибку иногда",0,Python chat,9,почему split давать ошибка
1677,"Серьезно?\nЯ пройду этот курс и меня возьмут стажёром? Ой, не верю!",1,DS chat,11,серьёзно проида курс взять стажёр ои верить
1678,"Не за так, а что узнать, может стоит 4 на 42 сменить",1,DS chat,12,узнать стоить 4 42 сменить
1679,"в том, что сервер на котором будет крутиться скрип может быть закрытый  :)",0,Python chat,14,сервер который крутиться скрип закрытый
1680,"сначала подумал, человек, что за чушь ты несёшь, а потом глянул ник)",1,DS chat,12,сначала подумать человек чушь нести глянуть ник
1681,"текущую цену в регионе будешь платить, а не свою максимальную",1,DS chat,10,текущий цена регион быть платить максимальный
1682,"Да, я  под виндой сижу. 90% разработки под виндой",0,Python chat,10,виндоить сидеть 90 разработка виндоить
1683,"да, был очный финал с ПРЕЗЕНТАЦИЯМИ перед жюри и залома",1,DS chat,10,очный финал презентация жюри залом
1684,"вообще-то в яндексе реально можно любой двд рип вышедший на торентах ""посмотреть онлайн"" что оч удобно",1,DS chat,16,вообще яндекс реально любой двд рипа вышедшие торента посмотреть онлаин оч удобно
1685,"как говорил мудрец, ""не надо было принимать решений, все вокруг заревело, загрохотало и затряслось, левая, уже совершенно откровенно ругались биологи.""",1,DS chat,20,говорить мудрец принимать решение вокруг зареветь загрохотать затрястись левый совершенно откровенно ругаться биолог
1686,"Не, я не любитель свои фото выставлять на показ. Попросили показать я показал, но уже удалил",1,DS chat,16,любитель свой фото выставлять показ попросить показать показать удалить
1687,"Не имело, все равно решения в помойку пойдут. АХАХАХА",1,DS chat,9,иметь равно решение помоик поидти ахахах
1688,А зачем это вот close-to вообще в решении елки? Ты его за квадрат что ли делаешь?,0,Python chat,16,это close to вообще решение ёлка квадрат делать
1689,"там же лимиты, как его на такой сет то прикрутить?",1,DS chat,10,лимит такой сет прикрутить
1690,дай всем ро на 10 минут и само затихнет,1,DS chat,9,дая весь ро 10 минута сам затихнуть
1691,"Так везде, ибо сверх логита нафиг ничего не надо",1,DS chat,9,везде ибо сверх логит нафиг
1692,"Но они действительно нужны. Если бы в твоём редакторе появилась такая фича, ты бы обрадовался, а не ворчал.",0,Python chat,18,деиствительный нужный твой редактор появиться такой фича обрадоваться ворчать
1693,"A Personal Package Archive (PPA) is a software repository for uploading source packages to be built and published as an Advanced Packaging Tool (APT) repository by Launchpad.[84] While the term is used exclusively within Ubuntu, Launchpad's host, Canonical, envisions adoption beyond the Ubuntu community.[85]\nWikipedia",0,Python chat,44,a personal package archive ppa is a software repository for uploading source packages to be built and published as an advanced packaging tool apt repository by launchpad 84 while the term is used exclusively within ubuntu launchpad s host canonical envisions adoption beyond the ubuntu community 85 wikipedia
1694,"https://github.com/dmlc/xgboost/blob/master/src/objective/regression_obj.cc да, тут когда в маржин преобразуют на 40 строке используют logit, все наоборот, да.",1,DS chat,15,сайт маржиный преобразовать 40 строка использовать logit наоборот
1695,Так говорят веб разработчики и студенты до 3-го курса,0,Python chat,9,говорить веб разработчик студент 3 го курс
1696,"жизнь - это отдых, туда тоже надо путёвку, походу",1,DS chat,9,жизнь это отдых туда путёвка поход
1697,"Юродивые делают train[train=-9999]<-NA, у вас наверное тоже как-то так примерно",1,DS chat,10,юродивый делать train train 9999 na наверное примерно
1698,Хмм смотря кем работать. например фармацевт который занимается разработкой онко препаратов получает больше чем инженер дс,1,DS chat,16,хмм смотреть кто работать например фармацевт который заниматься разработкой онко препарат получать инженер дс
1699,У тебя сетка? Возьми фокал лосс и покрути гамму,1,DS chat,9,сетка взять фокать лосса покрутить гамма
1700,"а вроде бы с ними до сих пор еще разбираются, я не влезал в детали",1,DS chat,15,вроде они сей пора разбираться влезать деталь
1701,"& xcode-select --install || brew remove portaudio || brew install portaudio || pip3 install pyaudio || say ""gav gav""",0,Python chat,19,xcode select install brew remove portaudio brew install portaudio pip3 install pyaudio say gav gav
1702,эти две вещи тоже обязательно стоит сделать или отключение логина по паролю будет достаточно? я пока не понимаю вообще как это работает😳,0,Python chat,22,два вещь обязательно стоить сделать отключение логин пароль достаточно пока понимать вообще это работать
1703,Я просто сишник) а нужно на питоне кое-что написать),0,Python chat,9,просто сишникнуть нужно питон кой написать
1704,На самом деле это звучит как не самый лучший шафл,1,DS chat,10,сам дело это звучать самый лучшие шафл
1705,"еще один дикий вопрос, если предположить, что ЭКГ и PPG делают одновременно, разница между пиками (R на ЭКГ и хз как максимум на PPG называется) что-то вроде ""времени распространения волны по крови"", будет ли это величина зависеть от роста/размера тела? То есть постоянна ли скорость крови в разных организмах по размеру?)",1,DS chat,51,дикия вопрос предположить экг ppg делать одновременно разница пик r экг хз максимум ppg называться вроде время распространение волна кровь это величина зависеть рост размер тело постоянный скорость кровь разный организм размер
1706,Давайте возьмём скорость разработки на джаве и поддержки и на питон:) на джаве явно медленнее,0,Python chat,15,даваит взять скорость разработка джава поддержка питон джава явно медленный
1707,в смысле таблетки пьет? там еще кальцций и d3 есть?,1,DS chat,10,смысл таблетка пить кальцции d3
1708,Под группами ты имеешь в виду 4 класса Y?,1,DS chat,9,группа иметь вид 4 класс y
1709,"Ну чего, я в вас с господином Филоновым верю)",1,DS chat,9,господин филоновое верить
1710,"Да и распокавать можно. В параллельном присваивании. Но это так себе\n>>> a = {1:2, 3:4}\n>>> x, y = a.items()\n>>> x \n(1, 2)\n>>> y\n(3, 4)",0,Python chat,24,распокавать параллельный присваивание это a 1 2 3 4 x y a items x 1 2 y 3 4
1711,Если тебе не ответил сервер где ты возьмёшь эти данные,0,Python chat,10,ты ответить сервер взять дать
1712,впервый с тобой солидарен и задаюсь тем же вопросом,1,DS chat,9,впервыя тобои солидарный задаваться вопрос
1713,ну так макс пулинг и работает лучше если всю инфу учитывать,1,DS chat,11,макс пулинга работать инф учитывать
1714,"не совсем, активное, сложное, портфельное, да, это финансы\nпассивное - это еще экономика",1,DS chat,12,активный сложный портфельный это финансыпассивный это экономика
1715,"хах ) не, такое я вижу редко. все пашут на аспирантах",1,DS chat,11,хах такой видеть редко пахать аспирант
1716,"ivan filonov: кстати нейронки хоть как-то связанный с физикой? пепе, кто ушел?",1,DS chat,12,ivan filonov кстати неиронка связанный физикой пеп уйти
1717,Не надо учиться на примерах. Изучите cookies и сессии.,0,Python chat,9,учиться пример изучить cookies сессия
1718,"А фиг знает, я не постоянно тут, потому обратил внимание",1,DS chat,10,фига знать постоянно обратить внимание
1719,"Ну я например критику вообще легко воспринимаю. Я как правило благодарна. Но от вида некоторых код-ревью, даже не моих, меня просто мутило.",1,DS chat,22,например критика вообще легко воспринимать правило благодарный вид некоторый код ревить мой просто мутить
1720,"В РФ лотереи и распил.\nРаботать кладовщиком в США круто.\nML - бессмысленный хайп.\nВы все оверфититесь под паблик.\n\nВсё, что нужно знать о Дени)",1,DS chat,21,рф лотерея распил работать кладовщик сша круто ml бессмысленный хаип оверфититься паблик нужно знать дени
